,,,,,,,,,,,
,Zip Code,City,County,Zip Code Map,,,,,,,
,78121,La Vernia,Wilson,View Map,,,,,,,
,78122,Leesville,Gonzales,View Map,,,,,,,
,78123,Mc Queeney,Guadalupe,View Map,,,,,,,
,78124,Marion,Guadalupe,View Map,,,,,,,
,78125,Mineral,Bee,View Map,,,,,,,
,78130,New Braunfels,Comal,View Map,,,,,,,
,78131,New Braunfels,Comal,View Map,,,,,,,
,78132,New Braunfels,Comal,View Map,,,,,,,
,78133,Canyon Lake,Comal,View Map,,,,,,,
,78135,New Braunfels,Comal,View Map,,,,,,,
,78140,Nixon,Gonzales,View Map,,,,,,,
,78141,Nordheim,De Witt,View Map,,,,,,,
,78142,Normanna,Bee,View Map,,,,,,,
,78143,Pandora,Wilson,View Map,,,,,,,
,78144,Panna Maria,Karnes,View Map,,,,,,,
,78145,Pawnee,Bee,View Map,,,,,,,
,78146,Pettus,Bee,View Map,,,,,,,
,78147,Poth,Wilson,View Map,,,,,,,
,78148,Universal City,Bexar,View Map,,,,,,,
,78150,Universal City,Bexar,View Map,,,,,,,
,78151,Runge,Karnes,View Map,,,,,,,
,78152,Saint Hedwig,Bexar,View Map,,,,,,,
,78154,Schertz,Guadalupe,View Map,,,,,,,
,78155,Seguin,Guadalupe,View Map,,,,,,,
,78156,Seguin,Guadalupe,View Map,,,,,,,
,78159,Smiley,Gonzales,View Map,,,,,,,
,78160,Stockdale,Wilson,View Map,,,,,,,
,78161,Sutherland Springs,Wilson,View Map,,,,,,,
,78162,Tuleta,Bee,View Map,,,,,,,
,78163,Bulverde,Comal,View Map,,,,,,,
,78164,Yorktown,De Witt,View Map,,,,,,,
,78201,San Antonio,Bexar,View Map,,,,,,,
,78202,San Antonio,Bexar,View Map,,,,,,,
,78203,San Antonio,Bexar,View Map,,,,,,,
,78204,San Antonio,Bexar,View Map,,,,,,,
,78205,San Antonio,Bexar,View Map,,,,,,,
,78206,San Antonio,Bexar,View Map,,,,,,,
,78207,San Antonio,Bexar,View Map,,,,,,,
,78208,San Antonio,Bexar,View Map,,,,,,,
,78209,San Antonio,Bexar,View Map,,,,,,,
,78210,San Antonio,Bexar,View Map,,,,,,,
,78211,San Antonio,Bexar,View Map,,,,,,,
,78212,San Antonio,Bexar,View Map,,,,,,,
,78213,San Antonio,Bexar,View Map,,,,,,,
,78214,San Antonio,Bexar,View Map,,,,,,,
,78215,San Antonio,Bexar,View Map,,,,,,,
,78216,San Antonio,Bexar,View Map,,,,,,,
,78217,San Antonio,Bexar,View Map,,,,,,,
,78218,San Antonio,Bexar,View Map,,,,,,,
,78219,San Antonio,Bexar,View Map,,,,,,,
,78220,San Antonio,Bexar,View Map,,,,,,,
,78221,San Antonio,Bexar,View Map,,,,,,,
,78222,San Antonio,Bexar,View Map,,,,,,,
,78223,San Antonio,Bexar,View Map,,,,,,,
,78224,San Antonio,Bexar,View Map,,,,,,,
,78225,San Antonio,Bexar,View Map,,,,,,,
,78226,San Antonio,Bexar,View Map,,,,,,,
,78227,San Antonio,Bexar,View Map,,,,,,,
,78228,San Antonio,Bexar,View Map,,,,,,,
,78229,San Antonio,Bexar,View Map,,,,,,,
,78230,San Antonio,Bexar,View Map,,,,,,,
,78231,San Antonio,Bexar,View Map,,,,,,,
,78232,San Antonio,Bexar,View Map,,,,,,,
,78233,San Antonio,Bexar,View Map,,,,,,,
,78234,San Antonio,Bexar,View Map,,,,,,,
,78235,San Antonio,Bexar,View Map,,,,,,,
,78236,San Antonio,Bexar,View Map,,,,,,,
,78237,San Antonio,Bexar,View Map,,,,,,,
,78238,San Antonio,Bexar,View Map,,,,,,,
,78239,San Antonio,Bexar,View Map,,,,,,,
,78240,San Antonio,Bexar,View Map,,,,,,,
,78241,San Antonio,Bexar,View Map,,,,,,,
,78242,San Antonio,Bexar,View Map,,,,,,,
,78243,San Antonio,Bexar,View Map,,,,,,,
,78244,San Antonio,Bexar,View Map,,,,,,,
,78245,San Antonio,Bexar,View Map,,,,,,,
,78246,San Antonio,Bexar,View Map,,,,,,,
,78247,San Antonio,Bexar,View Map,,,,,,,
,78248,San Antonio,Bexar,View Map,,,,,,,
,78249,San Antonio,Bexar,View Map,,,,,,,
,78250,San Antonio,Bexar,View Map,,,,,,,
,78251,San Antonio,Bexar,View Map,,,,,,,
,78252,San Antonio,Bexar,View Map,,,,,,,
,78253,San Antonio,Bexar,View Map,,,,,,,
,78254,San Antonio,Bexar,View Map,,,,,,,
,78255,San Antonio,Bexar,View Map,,,,,,,
,78256,San Antonio,Bexar,View Map,,,,,,,
,78257,San Antonio,Bexar,View Map,,,,,,,
,78258,San Antonio,Bexar,View Map,,,,,,,
,78259,San Antonio,Bexar,View Map,,,,,,,
,78260,San Antonio,Bexar,View Map,,,,,,,
,78261,San Antonio,Bexar,View Map,,,,,,,
,78262,San Antonio,Bexar,View Map,,,,,,,
,78263,San Antonio,Bexar,View Map,,,,,,,
,78264,San Antonio,Bexar,View Map,,,,,,,
,78265,San Antonio,Bexar,View Map,,,,,,,
,78266,San Antonio,Comal,View Map,,,,,,,
,78268,San Antonio,Bexar,View Map,,,,,,,
,78269,San Antonio,Bexar,View Map,,,,,,,
,78270,San Antonio,Bexar,View Map,,,,,,,
,78275,San Antonio,Bexar,View Map,,,,,,,
,78278,San Antonio,Bexar,View Map,,,,,,,
,78279,San Antonio,Bexar,View Map,,,,,,,
,78280,San Antonio,Bexar,View Map,,,,,,,
,78283,San Antonio,Bexar,View Map,,,,,,,
,78284,San Antonio,Bexar,View Map,,,,,,,
,78285,San Antonio,Bexar,View Map,,,,,,,
,78286,San Antonio,Bexar,View Map,,,,,,,
,78287,San Antonio,Bexar,View Map,,,,,,,
,78288,San Antonio,Bexar,View Map,,,,,,,
,78289,San Antonio,Bexar,View Map,,,,,,,
,78291,San Antonio,Bexar,View Map,,,,,,,
,78292,San Antonio,Bexar,View Map,,,,,,,
,78293,San Antonio,Bexar,View Map,,,,,,,
,78294,San Antonio,Bexar,View Map,,,,,,,
,78295,San Antonio,Bexar,View Map,,,,,,,
,78296,San Antonio,Bexar,View Map,,,,,,,
,78297,San Antonio,Bexar,View Map,,,,,,,
,78298,San Antonio,Bexar,View Map,,,,,,,
,78299,San Antonio,Bexar,View Map,,,,,,,
,78330,Agua Dulce,Nueces,View Map,,,,,,,
,78332,Alice,Jim Wells,View Map,,,,,,,
,78333,Alice,Jim Wells,View Map,,,,,,,
,78335,Aransas Pass,San Patricio,View Map,,,,,,,
,78336,Aransas Pass,San Patricio,View Map,,,,,,,
,78338,Armstrong,Kenedy,View Map,,,,,,,
,78339,Banquete,Nueces,View Map,,,,,,,
,78340,Bayside,Refugio,View Map,,,,,,,
,78341,Benavides,Duval,View Map,,,,,,,
,78342,Ben Bolt,Jim Wells,View Map,,,,,,,
,78343,Bishop,Nueces,View Map,,,,,,,
,78344,Bruni,Webb,View Map,,,,,,,
,78347,Chapman Ranch,Nueces,View Map,,,,,,,
,78349,Concepcion,Duval,View Map,,,,,,,
,78350,Dinero,Live Oak,View Map,,,,,,,
,78351,Driscoll,Nueces,View Map,,,,,,,
,78352,Edroy,San Patricio,View Map,,,,,,,
,78353,Encino,Brooks,View Map,,,,,,,
,78355,Falfurrias,Brooks,View Map,,,,,,,
,78357,Freer,Duval,View Map,,,,,,,
,78358,Fulton,Aransas,View Map,,,,,,,
,78359,Gregory,San Patricio,View Map,,,,,,,
,78360,Guerra,Jim Hogg,View Map,,,,,,,
,78361,Hebbronville,Jim Hogg,View Map,,,,,,,
,78362,Ingleside,San Patricio,View Map,,,,,,,
,78363,Kingsville,Kleberg,View Map,,,,,,,
,78364,Kingsville,Kleberg,View Map,,,,,,,
,78368,Mathis,San Patricio,View Map,,,,,,,
,78369,Mirando City,Webb,View Map,,,,,,,
,78370,Odem,San Patricio,View Map,,,,,,,
,78371,Oilton,Webb,View Map,,,,,,,
,78372,Orange Grove,Jim Wells,View Map,,,,,,,
,78373,Port Aransas,Nueces,View Map,,,,,,,
,78374,Portland,San Patricio,View Map,,,,,,,
,78375,Premont,Jim Wells,View Map,,,,,,,
,78376,Realitos,Duval,View Map,,,,,,,
,78377,Refugio,Refugio,View Map,,,,,,,
,78379,Riviera,Kleberg,View Map,,,,,,,
,78380,Robstown,Nueces,View Map,,,,,,,
,78381,Rockport,Aransas,View Map,,,,,,,
,78382,Rockport,Aransas,View Map,,,,,,,
,78383,Sandia,Jim Wells,View Map,,,,,,,
,78384,San Diego,Duval,View Map,,,,,,,
,78385,Sarita,Kenedy,View Map,,,,,,,
,78387,Sinton,San Patricio,View Map,,,,,,,
,78389,Skidmore,Bee,View Map,,,,,,,
,78390,Taft,San Patricio,View Map,,,,,,,
,78391,Tynan,Bee,View Map,,,,,,,
,78393,Woodsboro,Refugio,View Map,,,,,,,
,78401,Corpus Christi,Nueces,View Map,,,,,,,
,78402,Corpus Christi,Nueces,View Map,,,,,,,
,78403,Corpus Christi,Nueces,View Map,,,,,,,
,78404,Corpus Christi,Nueces,View Map,,,,,,,
,78405,Corpus Christi,Nueces,View Map,,,,,,,
,78406,Corpus Christi,Nueces,View Map,,,,,,,
,78407,Corpus Christi,Nueces,View Map,,,,,,,
,78408,Corpus Christi,Nueces,View Map,,,,,,,
,78409,Corpus Christi,Nueces,View Map,,,,,,,
,78410,Corpus Christi,Nueces,View Map,,,,,,,
,78411,Corpus Christi,Nueces,View Map,,,,,,,
,78412,Corpus Christi,Nueces,View Map,,,,,,,
,78413,Corpus Christi,Nueces,View Map,,,,,,,
,78414,Corpus Christi,Nueces,View Map,,,,,,,
,78415,Corpus Christi,Nueces,View Map,,,,,,,
,78416,Corpus Christi,Nueces,View Map,,,,,,,
,78417,Corpus Christi,Nueces,View Map,,,,,,,
,78418,Corpus Christi,Nueces,View Map,,,,,,,
,78419,Corpus Christi,Nueces,View Map,,,,,,,
,78426,Corpus Christi,Nueces,View Map,,,,,,,
,78427,Corpus Christi,Nueces,View Map,,,,,,,
,78460,Corpus Christi,Nueces,View Map,,,,,,,
,78461,Corpus Christi,Nueces,View Map,,,,,,,
,78463,Corpus Christi,Nueces,View Map,,,,,,,
,78465,Corpus Christi,Nueces,View Map,,,,,,,
,78466,Corpus Christi,Nueces,View Map,,,,,,,
,78467,Corpus Christi,Nueces,View Map,,,,,,,
,78468,Corpus Christi,Nueces,View Map,,,,,,,
,78469,Corpus Christi,Nueces,View Map,,,,,,,
,78470,Corpus Christi,Nueces,View Map,,,,,,,
,78471,Corpus Christi,Nueces,View Map,,,,,,,
,78472,Corpus Christi,Nueces,View Map,,,,,,,
,78473,Corpus Christi,Nueces,View Map,,,,,,,
,78474,Corpus Christi,Nueces,View Map,,,,,,,
,78475,Corpus Christi,Nueces,View Map,,,,,,,
,78476,Corpus Christi,Nueces,View Map,,,,,,,
,78477,Corpus Christi,Nueces,View Map,,,,,,,
,78478,Corpus Christi,Nueces,View Map,,,,,,,
,78480,Corpus Christi,Nueces,View Map,,,,,,,
,78501,Mcallen,Hidalgo,View Map,,,,,,,
,78502,Mcallen,Hidalgo,View Map,,,,,,,
,78503,Mcallen,Hidalgo,View Map,,,,,,,
,78504,Mcallen,Hidalgo,View Map,,,,,,,
,78505,Mcallen,Hidalgo,View Map,,,,,,,
,78516,Alamo,Hidalgo,View Map,,,,,,,
,78520,Brownsville,Cameron,View Map,,,,,,,
,78521,Brownsville,Cameron,View Map,,,,,,,
,78522,Brownsville,Cameron,View Map,,,,,,,
,78523,Brownsville,Cameron,View Map,,,,,,,
,78526,Brownsville,Cameron,View Map,,,,,,,
,78535,Combes,Cameron,View Map,,,,,,,
,78536,Delmita,Starr,View Map,,,,,,,
,78537,Donna,Hidalgo,View Map,,,,,,,
,78538,Edcouch,Hidalgo,View Map,,,,,,,
,78539,Edinburg,Hidalgo,View Map,,,,,,,
,78540,Edinburg,Hidalgo,View Map,,,,,,,
,78541,Edinburg,Hidalgo,View Map,,,,,,,
,78543,Elsa,Hidalgo,View Map,,,,,,,
,78545,Falcon Heights,Starr,View Map,,,,,,,
,78547,Garciasville,Starr,View Map,,,,,,,
,78548,Grulla,Starr,View Map,,,,,,,
,78549,Hargill,Hidalgo,View Map,,,,,,,
,78550,Harlingen,Cameron,View Map,,,,,,,
,78551,Harlingen,Cameron,View Map,,,,,,,
,78552,Harlingen,Cameron,View Map,,,,,,,
,78553,Harlingen,Cameron,View Map,,,,,,,
,78557,Hidalgo,Hidalgo,View Map,,,,,,,
,78558,La Blanca,Hidalgo,View Map,,,,,,,
,78559,La Feria,Cameron,View Map,,,,,,,
,78560,La Joya,Hidalgo,View Map,,,,,,,
,78561,Lasara,Willacy,View Map,,,,,,,
,78562,La Villa,Hidalgo,View Map,,,,,,,
,78563,Linn,Hidalgo,View Map,,,,,,,
,78564,Lopeno,Zapata,View Map,,,,,,,
,78565,Los Ebanos,Hidalgo,View Map,,,,,,,
,78566,Los Fresnos,Cameron,View Map,,,,,,,
,78567,Los Indios,Cameron,View Map,,,,,,,
,78568,Lozano,Cameron,View Map,,,,,,,
,78569,Lyford,Willacy,View Map,,,,,,,
,78570,Mercedes,Hidalgo,View Map,,,,,,,
,78572,Mission,Hidalgo,View Map,,,,,,,
,78573,Mission,Hidalgo,View Map,,,,,,,
,78574,Mission,Hidalgo,View Map,,,,,,,
,78575,Olmito,Cameron,View Map,,,,,,,
,78576,Penitas,Hidalgo,View Map,,,,,,,
,78577,Pharr,Hidalgo,View Map,,,,,,,
,78578,Port Isabel,Cameron,View Map,,,,,,,
,78579,Progreso,Hidalgo,View Map,,,,,,,
,78580,Raymondville,Willacy,View Map,,,,,,,
,78582,Rio Grande City,Starr,View Map,,,,,,,
,78583,Rio Hondo,Cameron,View Map,,,,,,,
,78584,Roma,Starr,View Map,,,,,,,
,78585,Salineno,Starr,View Map,,,,,,,
,78586,San Benito,Cameron,View Map,,,,,,,
,78588,San Isidro,Starr,View Map,,,,,,,
,78589,San Juan,Hidalgo,View Map,,,,,,,
,78590,San Perlita,Willacy,View Map,,,,,,,
,78591,Santa Elena,Starr,View Map,,,,,,,
,78592,Santa Maria,Cameron,View Map,,,,,,,
,78593,Santa Rosa,Cameron,View Map,,,,,,,
,78594,Sebastian,Willacy,View Map,,,,,,,
,78595,Sullivan City,Hidalgo,View Map,,,,,,,
,78596,Weslaco,Hidalgo,View Map,,,,,,,
,78597,South Padre Island,Cameron,View Map,,,,,,,
,78598,Port Mansfield,Willacy,View Map,,,,,,,
,78599,Weslaco,Hidalgo,View Map,,,,,,,
,78602,Bastrop,Bastrop,View Map,,,,,,,
,78604,Belmont,Gonzales,View Map,,,,,,,
,78605,Bertram,Burnet,View Map,,,,,,,
,78606,Blanco,Blanco,View Map,,,,,,,
,78607,Bluffton,Llano,View Map,,,,,,,
,78608,Briggs,Burnet,View Map,,,,,,,
,78609,Buchanan Dam,Llano,View Map,,,,,,,
,78610,Buda,Hays,View Map,,,,,,,
,78611,Burnet,Burnet,View Map,,,,,,,
,78612,Cedar Creek,Bastrop,View Map,,,,,,,
,78613,Cedar Park,Williamson,View Map,,,,,,,
,78614,Cost,Gonzales,View Map,,,,,,,
,78615,Coupland,Williamson,View Map,,,,,,,
,78616,Dale,Caldwell,View Map,,,,,,,
,78617,Del Valle,Travis,View Map,,,,,,,
,78618,Doss,Gillespie,View Map,,,,,,,
,78619,Driftwood,Hays,View Map,,,,,,,
,78620,Dripping Springs,Hays,View Map,,,,,,,
,78621,Elgin,Bastrop,View Map,,,,,,,
,78622,Fentress,Caldwell,View Map,,,,,,,
,78623,Fischer,Comal,View Map,,,,,,,
,78624,Fredericksburg,Gillespie,View Map,,,,,,,
,78626,Georgetown,Williamson,View Map,,,,,,,
,78627,Georgetown,Williamson,View Map,,,,,,,
,78628,Georgetown,Williamson,View Map,,,,,,,
,78629,Gonzales,Gonzales,View Map,,,,,,,
,78630,Cedar Park,Williamson,View Map,,,,,,,
,78631,Harper,Gillespie,View Map,,,,,,,
,78632,Harwood,Gonzales,View Map,,,,,,,
,78634,Hutto,Williamson,View Map,,,,,,,
,78635,Hye,Blanco,View Map,,,,,,,
,78636,Johnson City,Blanco,View Map,,,,,,,
,78638,Kingsbury,Guadalupe,View Map,,,,,,,
,78639,Kingsland,Llano,View Map,,,,,,,
,78640,Kyle,Hays,View Map,,,,,,,
,78641,Leander,Williamson,View Map,,,,,,,
,78642,Liberty Hill,Williamson,View Map,,,,,,,
,78643,Llano,Llano,View Map,,,,,,,
,78644,Lockhart,Caldwell,View Map,,,,,,,
,78645,Leander,Travis,View Map,,,,,,,
,78646,Leander,Williamson,View Map,,,,,,,
,78648,Luling,Caldwell,View Map,,,,,,,
,78650,Mc Dade,Bastrop,View Map,,,,,,,
,78651,Mc Neil,Travis,View Map,,,,,,,
,78652,Manchaca,Travis,View Map,,,,,,,
,78653,Manor,Travis,View Map,,,,,,,
,78654,Marble Falls,Burnet,View Map,,,,,,,
,78655,Martindale,Caldwell,View Map,,,,,,,
,78656,Maxwell,Caldwell,View Map,,,,,,,
,78657,Horseshoe Bay,Llano,View Map,,,,,,,
,78658,Ottine,Gonzales,View Map,,,,,,,
,78659,Paige,Bastrop,View Map,,,,,,,
,78660,Pflugerville,Travis,View Map,,,,,,,
,78661,Prairie Lea,Caldwell,View Map,,,,,,,
,78662,Red Rock,Bastrop,View Map,,,,,,,
,78663,Round Mountain,Blanco,View Map,,,,,,,
,78664,Round Rock,Williamson,View Map,,,,,,,
,78666,San Marcos,Hays,View Map,,,,,,,
,78667,San Marcos,Hays,View Map,,,,,,,
,78669,Spicewood,Travis,View Map,,,,,,,
,78670,Staples,Guadalupe,View Map,,,,,,,
,78671,Stonewall,Gillespie,View Map,,,,,,,
,78672,Tow,Llano,View Map,,,,,,,
,78673,Walburg,Williamson,View Map,,,,,,,
,78674,Weir,Williamson,View Map,,,,,,,
,78675,Willow City,Gillespie,View Map,,,,,,,
,78676,Wimberley,Hays,View Map,,,,,,,
,78677,Wrightsboro,Gonzales,View Map,,,,,,,
,78680,Round Rock,Williamson,View Map,,,,,,,
,78681,Round Rock,Williamson,View Map,,,,,,,
,78682,Round Rock,Williamson,View Map,,,,,,,
,78683,Round Rock,Williamson,View Map,,,,,,,
,78691,Pflugerville,Travis,View Map,,,,,,,
,78701,Austin,Travis,View Map,,,,,,,
,78702,Austin,Travis,View Map,,,,,,,
,78703,Austin,Travis,View Map,,,,,,,
,78704,Austin,Travis,View Map,,,,,,,
,78705,Austin,Travis,View Map,,,,,,,
,78708,Austin,Travis,View Map,,,,,,,
,78709,Austin,Travis,View Map,,,,,,,
,78710,Austin,Travis,View Map,,,,,,,
,78711,Austin,Travis,View Map,,,,,,,
,78712,Austin,Travis,View Map,,,,,,,
,78713,Austin,Travis,View Map,,,,,,,
,78714,Austin,Travis,View Map,,,,,,,
,78715,Austin,Travis,View Map,,,,,,,
,78716,Austin,Travis,View Map,,,,,,,
,78717,Austin,Williamson,View Map,,,,,,,
,78718,Austin,Travis,View Map,,,,,,,
,78719,Austin,Travis,View Map,,,,,,,
,78720,Austin,Travis,View Map,,,,,,,
,78721,Austin,Travis,View Map,,,,,,,
,78722,Austin,Travis,View Map,,,,,,,
,78723,Austin,Travis,View Map,,,,,,,
,78724,Austin,Travis,View Map,,,,,,,
,78725,Austin,Travis,View Map,,,,,,,
,78726,Austin,Travis,View Map,,,,,,,
,78727,Austin,Travis,View Map,,,,,,,
,78728,Austin,Travis,View Map,,,,,,,
,78729,Austin,Williamson,View Map,,,,,,,
,78730,Austin,Travis,View Map,,,,,,,
,78731,Austin,Travis,View Map,,,,,,,
,78732,Austin,Travis,View Map,,,,,,,
,78733,Austin,Travis,View Map,,,,,,,
,78734,Austin,Travis,View Map,,,,,,,
,78735,Austin,Travis,View Map,,,,,,,
,78736,Austin,Travis,View Map,,,,,,,
,78737,Austin,Hays,View Map,,,,,,,
,78738,Austin,Travis,View Map,,,,,,,
,78739,Austin,Travis,View Map,,,,,,,
,78741,Austin,Travis,View Map,,,,,,,
,78742,Austin,Travis,View Map,,,,,,,
,78744,Austin,Travis,View Map,,,,,,,
,78745,Austin,Travis,View Map,,,,,,,
,78746,Austin,Travis,View Map,,,,,,,
,78747,Austin,Travis,View Map,,,,,,,
,78748,Austin,Travis,View Map,,,,,,,
,78749,Austin,Travis,View Map,,,,,,,
,78750,Austin,Travis,View Map,,,,,,,
,78751,Austin,Travis,View Map,,,,,,,
,78752,Austin,Travis,View Map,,,,,,,
,78753,Austin,Travis,View Map,,,,,,,
,78754,Austin,Travis,View Map,,,,,,,
,78755,Austin,Travis,View Map,,,,,,,
,78756,Austin,Travis,View Map,,,,,,,
,78757,Austin,Travis,View Map,,,,,,,
,78758,Austin,Travis,View Map,,,,,,,
,78759,Austin,Travis,View Map,,,,,,,
,78760,Austin,Travis,View Map,,,,,,,
,78761,Austin,Travis,View Map,,,,,,,
,78762,Austin,Travis,View Map,,,,,,,
,78763,Austin,Travis,View Map,,,,,,,
,78764,Austin,Travis,View Map,,,,,,,
,78765,Austin,Travis,View Map,,,,,,,
,78766,Austin,Travis,View Map,,,,,,,
,78767,Austin,Travis,View Map,,,,,,,
,78768,Austin,Travis,View Map,,,,,,,
,78769,Austin,Travis,View Map,,,,,,,
,78772,Austin,Travis,View Map,,,,,,,
,78773,Austin,Travis,View Map,,,,,,,
,78774,Austin,Travis,View Map,,,,,,,
,78778,Austin,Travis,View Map,,,,,,,
,78779,Austin,Travis,View Map,,,,,,,
,78780,Austin,Travis,View Map,,,,,,,
,78781,Austin,Travis,View Map,,,,,,,
,78783,Austin,Travis,View Map,,,,,,,
,78785,Austin,Travis,View Map,,,,,,,
,78786,Austin,Travis,View Map,,,,,,,
,78788,Austin,Travis,View Map,,,,,,,
,78789,Austin,Travis,View Map,,,,,,,
,78798,Austin,Travis,View Map,,,,,,,
,78799,Austin,Travis,View Map,,,,,,,
,78801,Uvalde,Uvalde,View Map,,,,,,,
,78802,Uvalde,Uvalde,View Map,,,,,,,
,78827,Asherton,Dimmit,View Map,,,,,,,
,78828,Barksdale,Edwards,View Map,,,,,,,
,78829,Batesville,Zavala,View Map,,,,,,,
,78830,Big Wells,Dimmit,View Map,,,,,,,
,78832,Brackettville,Kinney,View Map,,,,,,,
,78833,Camp Wood,Real,View Map,,,,,,,
,78834,Carrizo Springs,Dimmit,View Map,,,,,,,
,78836,Catarina,Dimmit,View Map,,,,,,,
,78837,Comstock,Val Verde,View Map,,,,,,,
,78838,Concan,Uvalde,View Map,,,,,,,
,78839,Crystal City,Zavala,View Map,,,,,,,
,78840,Del Rio,Val Verde,View Map,,,,,,,
,78841,Del Rio,Val Verde,View Map,,,,,,,
,78842,Del Rio,Val Verde,View Map,,,,,,,
,78843,Laughlin A F B,Val Verde,View Map,,,,,,,
,78847,Del Rio,Val Verde,View Map,,,,,,,
,78850,D Hanis,Medina,View Map,,,,,,,
,78851,Dryden,Terrell,View Map,,,,,,,
,78852,Eagle Pass,Maverick,View Map,,,,,,,
,78853,Eagle Pass,Maverick,View Map,,,,,,,
,78860,El Indio,Maverick,View Map,,,,,,,
,78861,Hondo,Medina,View Map,,,,,,,
,78870,Knippa,Uvalde,View Map,,,,,,,
,78871,Langtry,Val Verde,View Map,,,,,,,
,78872,La Pryor,Zavala,View Map,,,,,,,
,78873,Leakey,Real,View Map,,,,,,,
,78877,Quemado,Maverick,View Map,,,,,,,
,78879,Rio Frio,Real,View Map,,,,,,,
,78880,Rocksprings,Edwards,View Map,,,,,,,
,78881,Sabinal,Uvalde,View Map,,,,,,,
,78883,Tarpley,Bandera,View Map,,,,,,,
,78884,Utopia,Uvalde,View Map,,,,,,,
,78885,Vanderpool,Bandera,View Map,,,,,,,
,78886,Yancey,Medina,View Map,,,,,,,
,78931,Bleiblerville,Austin,View Map,,,,,,,
,78932,Carmine,Fayette,View Map,,,,,,,
,78933,Cat Spring,Austin,View Map,,,,,,,
,78934,Columbus,Colorado,View Map,,,,,,,
,78935,Alleyton,Colorado,View Map,,,,,,,
,78938,Ellinger,Fayette,View Map,,,,,,,
,78940,Fayetteville,Fayette,View Map,,,,,,,
,78941,Flatonia,Fayette,View Map,,,,,,,
,78942,Giddings,Lee,View Map,,,,,,,
,78943,Glidden,Colorado,View Map,,,,,,,
,78944,Industry,Austin,View Map,,,,,,,
,78945,La Grange,Fayette,View Map,,,,,,,
,78946,Ledbetter,Fayette,View Map,,,,,,,
,78947,Lexington,Lee,View Map,,,,,,,
,78948,Lincoln,Lee,View Map,,,,,,,
,78949,Muldoon,Fayette,View Map,,,,,,,
,78950,New Ulm,Austin,View Map,,,,,,,
,78951,Oakland,Colorado,View Map,,,,,,,
,78952,Plum,Fayette,View Map,,,,,,,
,78953,Rosanky,Bastrop,View Map,,,,,,,
,78954,Round Top,Fayette,View Map,,,,,,,
,78956,Schulenburg,Fayette,View Map,,,,,,,
,78957,Smithville,Bastrop,View Map,,,,,,,
,78959,Waelder,Gonzales,View Map,,,,,,,
,78960,Warda,Fayette,View Map,,,,,,,
,78961,Warrenton,Fayette,View Map,,,,,,,
,78962,Weimar,Colorado,View Map,,,,,,,
,78963,West Point,Fayette,View Map,,,,,,,
,79001,Adrian,Oldham,View Map,,,,,,,
,79002,Alanreed,Gray,View Map,,,,,,,
,79003,Allison,Wheeler,View Map,,,,,,,
,79005,Booker,Lipscomb,View Map,,,,,,,
,79007,Borger,Hutchinson,View Map,,,,,,,
,79008,Borger,Hutchinson,View Map,,,,,,,
,79009,Bovina,Parmer,View Map,,,,,,,
,79010,Boys Ranch,Oldham,View Map,,,,,,,
,79011,Briscoe,Wheeler,View Map,,,,,,,
,79012,Bushland,Potter,View Map,,,,,,,
,79013,Cactus,Moore,View Map,,,,,,,
,79014,Canadian,Hemphill,View Map,,,,,,,
,79015,Canyon,Randall,View Map,,,,,,,
,79016,Canyon,Randall,View Map,,,,,,,
,79018,Channing,Hartley,View Map,,,,,,,
,79019,Claude,Armstrong,View Map,,,,,,,
,79021,Cotton Center,Hale,View Map,,,,,,,
,79022,Dalhart,Dallam,View Map,,,,,,,
,79024,Darrouzett,Lipscomb,View Map,,,,,,,
,79025,Dawn,Deaf Smith,View Map,,,,,,,
,79027,Dimmitt,Castro,View Map,,,,,,,
,79029,Dumas,Moore,View Map,,,,,,,
,79031,Earth,Lamb,View Map,,,,,,,
,79032,Edmonson,Hale,View Map,,,,,,,
,79033,Farnsworth,Ochiltree,View Map,,,,,,,
,79034,Follett,Lipscomb,View Map,,,,,,,
,79035,Friona,Parmer,View Map,,,,,,,
,79036,Fritch,Hutchinson,View Map,,,,,,,
,79039,Groom,Carson,View Map,,,,,,,
,79040,Gruver,Hansford,View Map,,,,,,,
,79041,Hale Center,Hale,View Map,,,,,,,
,79042,Happy,Swisher,View Map,,,,,,,
,79043,Hart,Castro,View Map,,,,,,,
,79044,Hartley,Hartley,View Map,,,,,,,
,79045,Hereford,Deaf Smith,View Map,,,,,,,
,79046,Higgins,Lipscomb,View Map,,,,,,,
,79051,Kerrick,Dallam,View Map,,,,,,,
,79052,Kress,Swisher,View Map,,,,,,,
,79053,Lazbuddie,Parmer,View Map,,,,,,,
,79054,Lefors,Gray,View Map,,,,,,,
,79056,Lipscomb,Lipscomb,View Map,,,,,,,
,79057,Mclean,Gray,View Map,,,,,,,
,79058,Masterson,Moore,View Map,,,,,,,
,79059,Miami,Roberts,View Map,,,,,,,
,79061,Mobeetie,Wheeler,View Map,,,,,,,
,79062,Morse,Hansford,View Map,,,,,,,
,79063,Nazareth,Castro,View Map,,,,,,,
,79064,Olton,Lamb,View Map,,,,,,,
,79065,Pampa,Gray,View Map,,,,,,,
,79066,Pampa,Gray,View Map,,,,,,,
,79068,Panhandle,Carson,View Map,,,,,,,
,79070,Perryton,Ochiltree,View Map,,,,,,,
